Rousseau	Jean Jacques	Nadie puede ser feliz si no se aprecia a sí mismo. 
Rousseau	Jean Jacques	No conozco mayor enemigo del hombre que el que es amigo de todo el mundo. 
Rousseau	Jean Jacques	Ser adulto es estar solo. 
Rousseau 	Jean Jacques	La paciencia es amarga, pero sus frutos son dulces. 
Rousseau 	Jean Jacques	La única costumbre que hay que enseñar a los niños es que no se sometan a ninguna. 
Rousseau 	Jean Jacques	Todas las pasiones son buenas mientras uno es dueño de ellas, y todas son malas cuando nos esclavizan. 
San Agustín		Casarse está bien. No casarse está mejor.
San Agustín		Los hombres están siempre dispuestos a curiosear y averiguar sobre las vidas ajenas, pero les da pereza conocerse a sí mismos y corregir su propia vida.
San Agustín		Una vez al año es lícito hacer locuras.
San Agustín		Cuanto mejor es el bueno, tanto más molesto es para el malo.
San Agustín		La necesidad no conoce leyes.
San Agustín		No hubo tiempo alguno en que no hubiese tiempo.
San Agustín		Conócete, acéptate, supérate.
San Agustín		Obedeced más a los que enseñan que a los que mandan.
San Agustín		El pasado ya no es y el futuro no es todavía.
San Agustín		Cuando estés en Roma, compórtate como los romanos.
Yourcenar	Marguerite	Hay que escuchar a la cabeza, pero dejar hablar al corazón
